latitude,longitude,cluster
37.77874,-122.41492,4
37.77896,-122.4153,4
37.77896,-122.4153,4
37.77901,-122.41535,4
37.77865,-122.41688,4
37.77831,-122.42023,4
37.77786,-122.42317,4
37.78308,-122.42423,4
37.78907,-122.42547,4
37.79145,-122.42592,4
37.79583,-122.42681,4
37.80079,-122.42781,4
37.80093,-122.42773,4
37.80116,-122.42672,4
37.80095,-122.42622,4
37.79839,-122.42567,4
37.79545,-122.4251,4
37.7958,-122.42362,4
37.79585,-122.42359,4
37.79585,-122.42359,4
37.79683,-122.42375,4
37.7996,-122.42431,4
37.80012,-122.42684,4
37.80008,-122.43316,4
37.79996,-122.43427,4
37.80015,-122.43452,4
37.80097,-122.43636,4
37.803,-122.43412,4
37.8053,-122.43216,4
37.8053,-122.43216,4
37.80488,-122.43193,4
37.80402,-122.42666,4
37.80469,-122.42142,4
37.80492,-122.4198,4
37.80517,-122.41736,4
37.80497,-122.41689,4
37.80177,-122.41225,4
37.79776,-122.4065,4
37.79672,-122.40532,4
37.79512,-122.40455,4
37.79512,-122.40455,4
37.7951,-122.40448,4
37.79472,-122.40521,4
37.79475,-122.40504,4
37.79119,-122.40444,4
37.78758,-122.40363,4
37.7858,-122.40204,4
37.78451,-122.40008,4
37.78103,-122.39564,4
37.77892,-122.39284,4
37.77581,-122.39446,4
37.77137,-122.39789,4
37.75863,-122.39227,4
37.73416,-122.40489,4
37.72045,-122.39979,4
37.69428,-122.39174,4
37.67674,-122.3885,4
37.65371,-122.40698,4
37.64008,-122.40555,4
37.62716,-122.40194,4
37.61447,-122.39655,4
37.61735,-122.38497,4
37.61548,-122.38481,4
37.61652,-122.38627,1
37.68685,-122.39026,1
37.70365,-122.39408,1
37.71679,-122.39907,1
37.72983,-122.40388,1
37.74347,-122.40614,1
37.75713,-122.40378,1
37.76818,-122.40617,1
37.76955,-122.41634,1
37.77232,-122.42356,1
37.77572,-122.42423,1
37.77692,-122.42256,1
37.77658,-122.42139,1
37.77683,-122.42294,1
37.77692,-122.42281,1
37.77686,-122.42279,1
37.77748,-122.41866,1
37.77775,-122.41695,1
37.77813,-122.41524,1
37.78054,-122.4119,1
37.78248,-122.41011,1
37.78419,-122.40781,1
37.78611,-122.40534,1
37.78974,-122.40127,1
37.79184,-122.40211,1
37.79293,-122.40014,1
37.79585,-122.3997,1
37.79932,-122.39819,1
37.7954,-122.40079,1
37.79594,-122.40083,1
37.79531,-122.40057,1
37.79489,-122.40118,1
37.79504,-122.40108,1
37.79521,-122.40085,1
37.79477,-122.40306,1
37.79597,-122.40508,1
37.79475,-122.4049,1
37.79375,-122.4054,1
37.79008,-122.40626,1
37.79049,-122.40441,1
37.78712,-122.40314,1
37.78367,-122.39875,1
37.77825,-122.39216,1
37.77775,-122.39215,1
37.77524,-122.39527,1
37.76487,-122.39311,1
37.75129,-122.39139,1
37.72702,-122.40219,1
37.71426,-122.3972,1
37.70127,-122.3933,1
37.67711,-122.38844,1
37.66521,-122.39715,1
37.6407,-122.40571,1
37.62772,-122.40208,1
37.61651,-122.38614,1
37.6165,-122.38622,1
37.6165,-122.38623,1
37.61649,-122.38622,1
37.61648,-122.38621,1
37.61648,-122.38623,1
37.61653,-122.38623,1
37.61652,-122.38624,1
37.61651,-122.38623,1
37.61649,-122.38624,1
37.61654,-122.38622,1
37.61519,-122.39034,1
37.6162,-122.38862,1
37.61796,-122.38624,1
37.61796,-122.38624,1
37.61801,-122.38607,1
37.61798,-122.38604,1
37.61679,-122.38422,1
37.61477,-122.38564,1
37.61455,-122.38647,1
37.61442,-122.39313,1
37.6865,-122.39015,1
37.70625,-122.39461,1
37.71912,-122.39965,1
37.73225,-122.40476,1
37.74607,-122.40482,1
37.76007,-122.40639,1
37.77252,-122.40669,1
37.78012,-122.39994,1
37.78078,-122.39918,1
37.78377,-122.39705,1
37.78746,-122.4004,1
37.78863,-122.40157,1
37.78817,-122.4014,1
37.78851,-122.4018,1
37.78849,-122.40176,1
37.78858,-122.40174,1
37.78859,-122.40169,1
37.78831,-122.40175,1
37.78823,-122.40254,1
37.78567,-122.40597,1
37.78409,-122.40786,1
37.78439,-122.40444,1
37.78454,-122.40476,1
37.78454,-122.40476,1
37.78508,-122.40425,1
37.78561,-122.40583,1
37.7881,-122.40744,1
37.78881,-122.41068,1
37.79189,-122.41055,1
37.79183,-122.41085,1
37.79181,-122.4109,1
37.79186,-122.41109,1
37.79187,-122.41109,1
37.79186,-122.41109,1
37.79191,-122.41116,1
37.79192,-122.41116,1
37.79187,-122.41122,1
37.79182,-122.41123,1
37.79187,-122.41156,1
37.79178,-122.41189,1
37.79153,-122.41214,1
37.79179,-122.41169,1
37.79183,-122.41166,1
37.79181,-122.41168,1
37.79178,-122.41178,1
37.79233,-122.41185,1
37.79281,-122.41139,1
37.79228,-122.41136,1
37.79152,-122.41113,1
37.79075,-122.4153,1
37.79257,-122.41506,1
37.79588,-122.41514,1
37.79801,-122.41548,1
37.8012,-122.4161,1
37.80503,-122.41716,1
37.80541,-122.41764,1
37.80643,-122.4161,1
37.80655,-122.41606,1
37.8063,-122.41621,1
37.80678,-122.41229,1
37.80496,-122.40295,1
37.80368,-122.4016,1
37.80233,-122.4002,1
37.7987,-122.39702,1
37.7987,-122.39702,1
37.79484,-122.3935,1
37.78897,-122.38796,1
37.78462,-122.38787,1
37.78148,-122.38817,1
37.77612,-122.39402,1
37.77062,-122.39774,1
37.75751,-122.39228,1
37.74435,-122.39566,1
37.73224,-122.40449,1
37.71906,-122.39942,1
37.70612,-122.39426,1
37.69294,-122.39143,1
37.68614,-122.38989,1
37.67309,-122.39018,1
37.65349,-122.40696,1
37.64011,-122.40556,1
37.62678,-122.40183,1
37.61432,-122.39592,1
37.61608,-122.38826,1
37.61624,-122.38621,1
37.61615,-122.38624,1
37.61594,-122.38634,1
37.61588,-122.38636,1
37.61596,-122.38634,1
37.61599,-122.38633,1
37.61603,-122.38632,1
37.61617,-122.3863,1
37.61621,-122.38629,1
37.61625,-122.38629,1
37.6163,-122.38629,1
37.6164,-122.38628,1
37.61653,-122.38625,1
37.61665,-122.38625,1
37.61688,-122.38621,1
37.61653,-122.38625,1
37.61573,-122.38776,5
37.61508,-122.39071,5
37.60823,-122.38855,5
37.59945,-122.3755,5
37.59078,-122.36227,5
37.58708,-122.34607,5
37.58488,-122.32917,5
37.57485,-122.31826,5
37.56805,-122.3109,5
37.5579,-122.3003,5
37.54703,-122.29025,5
37.53631,-122.28022,5
37.52585,-122.26954,5
37.51572,-122.25811,5
37.50582,-122.24676,5
37.4969,-122.2343,5
37.4951,-122.22735,5
37.50001,-122.22426,5
37.50024,-122.2243,5
37.50024,-122.22429,5
37.49931,-122.22396,5
37.49568,-122.22992,5
37.49478,-122.23465,5
37.49478,-122.23464,5
37.50002,-122.24066,5
37.5101,-122.25196,5
37.5201,-122.26322,5
37.53008,-122.27451,5
37.54076,-122.28451,5
37.55173,-122.29483,5
37.56279,-122.3053,5
37.57284,-122.31622,5
37.58319,-122.32747,5
37.58692,-122.34327,5
37.58892,-122.35952,5
37.5972,-122.37238,5
37.60584,-122.3857,5
37.61516,-122.39838,5
37.61528,-122.39023,5
37.61528,-122.39023,5
37.61527,-122.39029,5
37.61527,-122.39038,5
37.61525,-122.39026,5
37.61526,-122.39034,5
37.61525,-122.39033,5
37.6152,-122.39023,5
37.61515,-122.39019,5
37.61515,-122.39018,5
37.61512,-122.3902,5
37.61515,-122.39027,5
37.61516,-122.39029,5
37.61517,-122.39029,5
37.61515,-122.39023,5
37.61516,-122.39023,5
37.61516,-122.39021,5
37.61515,-122.39028,5
37.6151,-122.39014,5
37.61511,-122.39011,5
37.61514,-122.39013,5
37.61513,-122.39014,5
37.61514,-122.39013,5
37.61514,-122.39014,5
37.61515,-122.39016,5
37.61509,-122.3901,5
37.6151,-122.39009,5
37.6151,-122.39013,5
37.61508,-122.3901,5
37.61505,-122.39011,5
37.61505,-122.39012,5
37.61504,-122.39015,5
37.61498,-122.39014,5
37.61498,-122.39014,5
37.61499,-122.39013,5
37.61501,-122.39013,5
37.61502,-122.39011,5
37.61502,-122.39009,5
37.61501,-122.39009,5
37.61502,-122.39008,5
37.615,-122.39009,5
37.61499,-122.39011,5
37.61499,-122.39011,5
37.615,-122.39011,5
37.61498,-122.39022,5
37.61496,-122.39019,5
37.61499,-122.39015,5
37.61498,-122.39017,5
37.61498,-122.39015,5
37.61499,-122.3901,5
37.615,-122.39011,5
37.61498,-122.39013,5
37.61497,-122.39015,5
37.61496,-122.39019,5
37.61493,-122.39025,5
37.61494,-122.39022,5
37.61493,-122.39023,5
37.61496,-122.3902,5
37.61495,-122.39019,5
37.61491,-122.39031,5
37.61493,-122.39026,5
37.61499,-122.39013,5
37.61489,-122.39029,5
37.61484,-122.39047,5
37.61497,-122.39018,5
37.61489,-122.39036,5
37.61477,-122.39064,5
37.61497,-122.39023,5
37.61493,-122.39028,5
37.61495,-122.39024,5
37.61495,-122.39024,5
37.61496,-122.39022,5
37.61499,-122.39011,5
37.615,-122.39011,5
37.615,-122.39012,5
37.61499,-122.39015,5
37.61497,-122.39012,5
37.61498,-122.39007,5
37.61501,-122.39,5
37.61498,-122.39004,5
37.61496,-122.39009,5
37.61495,-122.39009,5
37.61499,-122.39009,5
37.61502,-122.39009,5
37.615,-122.39012,5
37.61498,-122.39008,5
37.61499,-122.3901,5
37.61497,-122.39008,5
37.61501,-122.39007,5
37.61509,-122.3902,5
37.61504,-122.39018,5
37.61497,-122.39007,5
37.61504,-122.39013,5
37.61502,-122.39012,5
37.61494,-122.39005,5
37.61492,-122.39004,5
37.61499,-122.38987,5
37.61498,-122.38983,5
37.61489,-122.38995,5
37.61492,-122.38994,5
37.61488,-122.39002,5
37.61491,-122.39012,5
37.61488,-122.39007,5
37.61484,-122.38999,5
37.61479,-122.38993,5
37.61482,-122.38995,5
37.61488,-122.39003,5
37.61487,-122.39002,5
37.61476,-122.38988,5
37.61481,-122.39,5
37.61486,-122.39007,5
37.61485,-122.39007,5
37.61484,-122.39003,5
37.61482,-122.38998,5
37.61484,-122.39003,5
37.61483,-122.39009,5
37.61482,-122.39009,5
37.6148,-122.39006,5
37.61478,-122.3901,5
37.61483,-122.39005,5
37.61483,-122.39005,5
37.61481,-122.39006,5
37.6148,-122.39007,5
37.61482,-122.39004,5
37.61484,-122.39007,5
37.61483,-122.39009,5
37.61485,-122.39009,5
37.61487,-122.3901,5
37.61487,-122.39009,5
37.61481,-122.39007,5
37.6148,-122.39007,5
37.61482,-122.39005,5
37.61483,-122.39004,5
37.61482,-122.39004,5
37.61481,-122.39003,5
37.61481,-122.39003,5
37.61483,-122.39004,5
37.6148,-122.39005,5
37.61476,-122.39005,5
37.61478,-122.39005,5
37.61479,-122.39005,5
37.61478,-122.39004,5
37.61478,-122.39004,5
37.61477,-122.39002,5
37.61447,-122.39107,5
37.61425,-122.39477,5
37.61782,-122.38635,5
37.6148,-122.38563,5
37.61488,-122.38673,5
37.61518,-122.38803,5
37.61822,-122.39951,5
37.63142,-122.40314,5
37.63315,-122.41831,5
37.62912,-122.43375,5
37.6403,-122.44283,5
37.65096,-122.45319,5
37.66061,-122.46474,5
37.67385,-122.46854,5
37.68729,-122.47118,5
37.70096,-122.47168,5
37.71472,-122.47183,5
37.71937,-122.47252,5
37.72169,-122.46621,5
37.72223,-122.46121,5
37.72223,-122.46121,5
37.72223,-122.46123,5
37.72165,-122.46455,5
37.7216,-122.47047,5
37.72147,-122.47274,5
37.72079,-122.47602,5
37.7259,-122.47512,5
37.73111,-122.47477,5
37.72907,-122.47469,5
37.72783,-122.47472,5
37.71959,-122.47477,5
37.70967,-122.47107,5
37.69912,-122.47134,5
37.6856,-122.47131,5
37.67254,-122.46727,5
37.6596,-122.46333,5
37.64944,-122.45186,5
37.63896,-122.44124,5
37.62958,-122.42924,5
37.63446,-122.41336,5
37.62968,-122.40214,5
37.61663,-122.3982,5
37.61667,-122.38804,5
37.61557,-122.38445,5
37.61557,-122.38445,5
37.61557,-122.38445,5
37.61497,-122.38643,5
37.6148,-122.39156,5
37.62175,-122.40065,5
37.63368,-122.40735,5
37.63079,-122.4234,5
37.63251,-122.43761,5
37.64363,-122.44709,5
37.6544,-122.45713,5
37.66634,-122.46581,5
37.6789,-122.47174,5
37.69222,-122.47051,5
37.70595,-122.47158,5
37.7174,-122.47297,5
37.72417,-122.47517,5
37.73423,-122.4751,5
37.74156,-122.47563,5
37.75045,-122.47623,5
37.75623,-122.47664,5
37.75988,-122.4765,5
37.76003,-122.47321,5
37.7609,-122.46934,5
37.76197,-122.4696,5
37.76184,-122.47542,5
37.75853,-122.47659,5
37.75183,-122.47615,5
37.74445,-122.47571,5
37.73802,-122.47527,5
37.73093,-122.47482,5
37.72346,-122.475,5
37.71994,-122.47502,5
37.7168,-122.47243,5
37.70487,-122.47147,5
37.69147,-122.47033,5
37.67806,-122.47139,5
37.66529,-122.46549,5
37.65414,-122.45632,5
37.64783,-122.45042,5
37.65176,-122.45187,5
37.65143,-122.45284,5
37.65293,-122.45979,3
37.657,-122.46538,3
37.6593,-122.46758,3
37.66466,-122.46917,3
