latitude,longitude,time
43.4609,1.57165,1275072223.0
43.45859,1.57173,1275073488.0
43.45859,1.57173,1275073853.0
43.45859,1.57173,1275250701.0
43.45859,1.57173,1275251012.0
43.45859,1.57173,1275251670.0
43.45859,1.57173,1275252150.0
43.45854,1.5715,1275253230.0
43.45859,1.57173,1275257372.0
43.45859,1.57173,1275259833.0
43.45859,1.57173,1275261753.0
43.45859,1.57173,1275263008.0
43.45859,1.57173,1275263313.0
43.45859,1.57173,1275264690.0
43.45859,1.57173,1275266778.0
43.45859,1.57173,1275267264.0
43.45859,1.57173,1275268339.0
43.45859,1.57173,1275270141.0
43.45859,1.57173,1275273679.0
43.45828,1.57146,1275274880.0
43.45852,1.57234,1275276919.0
43.45859,1.57173,1275278421.0
43.45866,1.57162,1275280147.0
43.45859,1.57173,1275283158.0
43.45859,1.57173,1275286157.0
43.45859,1.57173,1275286938.0
43.45859,1.57173,1275287717.0
43.45859,1.57173,1275289698.0
43.49261,1.60933,1275290540.0
43.4609,1.57165,1275293779.0
43.5632,1.47719,1275389494.0
43.56267,1.4771,1275472957.0
43.56352,1.47752,1275480424.0
