latitude,longitude,time,speed
37.74497,-122.42457,Thursday 29 May 00:17:49,0.000314269680627
37.74497,-122.42457,Thursday 29 May 00:18:04,0.0
37.74489,-122.42464,Thursday 29 May 00:18:49,0.00236225462503
37.74493,-122.4246,Thursday 29 May 00:19:49,0.000942809041546
37.74496,-122.42458,Thursday 29 May 00:20:55,0.000546295647762
37.74494,-122.42462,Thursday 29 May 00:21:59,0.000698771242942
37.74492,-122.4246,Thursday 29 May 00:23:10,0.000398370017626
37.74496,-122.42461,Thursday 29 May 00:23:50,0.00103077640639
37.74496,-122.42461,Thursday 29 May 00:24:04,0.0
37.74497,-122.42456,Thursday 29 May 00:24:26,0.00231773614264
37.74497,-122.42455,Thursday 29 May 00:24:58,0.000312500000099
37.74492,-122.42461,Thursday 29 May 00:25:52,0.00144634253266
37.74492,-122.42461,Thursday 29 May 00:26:06,0.0
37.74494,-122.42462,Thursday 29 May 00:26:52,0.000486101734255
37.74499,-122.42453,Thursday 29 May 00:27:48,0.00183850538234
37.74492,-122.42465,Thursday 29 May 00:28:48,0.00231540733152
37.74498,-122.42458,Thursday 29 May 00:29:49,0.0015114007306
37.74496,-122.42457,Thursday 29 May 00:30:51,0.000360656125415
37.74495,-122.42458,Thursday 29 May 00:31:50,0.000239697213952
37.74494,-122.4246,Thursday 29 May 00:32:51,0.00036656852081
37.74496,-122.4246,Thursday 29 May 00:33:52,0.000327868852447
37.74497,-122.42459,Thursday 29 May 00:34:51,0.000239697214038
37.74495,-122.42456,Thursday 29 May 00:35:57,0.000546295647732
37.74494,-122.42457,Thursday 29 May 00:36:57,0.00023570226047
37.74496,-122.42462,Thursday 29 May 00:37:58,0.00088281390283
37.74501,-122.4246,Thursday 29 May 00:38:57,0.000912739797885
37.74497,-122.42457,Thursday 29 May 00:39:53,0.000892857142785
37.74492,-122.42464,Thursday 29 May 00:40:58,0.00132343465641
37.74497,-122.42458,Thursday 29 May 00:41:54,0.00139468744202
37.74495,-122.4246,Thursday 29 May 00:42:58,0.000441941738146
37.74492,-122.42462,Thursday 29 May 00:43:55,0.000632552855442
37.74493,-122.42462,Thursday 29 May 00:44:53,0.000172413793036
37.74493,-122.42462,Thursday 29 May 00:45:51,0.0
37.74397,-122.42252,Thursday 29 May 00:46:56,0.0355234733629
37.74664,-122.41915,Thursday 29 May 00:47:51,0.078172938185
37.74875,-122.41803,Thursday 29 May 00:48:51,0.0398138027434
37.7522,-122.41937,Thursday 29 May 00:49:51,0.0616849072122
37.75369,-122.42062,Thursday 29 May 00:50:52,0.0318834547939
37.75746,-122.41889,Thursday 29 May 00:51:57,0.0638151917511
37.76237,-122.41935,Thursday 29 May 00:52:52,0.0896636506502
37.76325,-122.42167,Thursday 29 May 00:53:52,0.0413548331183
37.765,-122.41959,Thursday 29 May 00:54:52,0.045304218592
37.76501,-122.41942,Thursday 29 May 00:55:05,0.0130995279736
37.76501,-122.41942,Thursday 29 May 00:55:19,0.0
37.76209,-122.41514,Thursday 29 May 00:56:11,0.0996383994798
37.75904,-122.41472,Thursday 29 May 00:57:06,0.0559778586689
37.75918,-122.40985,Thursday 29 May 00:58:06,0.0812001984124
37.75677,-122.40859,Thursday 29 May 00:59:00,0.0503611783552
37.75677,-122.4086,Thursday 29 May 00:59:04,0.00250000000079
37.75588,-122.4118,Thursday 29 May 01:00:24,0.0415182565264
37.75574,-122.41421,Thursday 29 May 01:01:16,0.0464242877925
