latitude,longitude,cluster
37.79271,-122.39978,1
37.79153,-122.40397,1
37.79102,-122.41125,1
37.78965,-122.42039,1
37.78851,-122.42938,1
37.7874,-122.43807,1
37.78641,-122.44609,1
37.77945,-122.44727,1
37.77296,-122.4463,1
37.77223,-122.45215,1
37.76736,-122.45844,1
37.76617,-122.46245,1
37.76585,-122.4695,1
37.76552,-122.47185,1
37.76552,-122.47184,1
37.76551,-122.47182,1
37.76552,-122.47181,1
37.76383,-122.47076,1
37.76405,-122.46623,1
37.76431,-122.46023,1
37.76605,-122.45553,1
37.76764,-122.45319,1
37.76954,-122.45067,1
37.76988,-122.44808,1
37.77131,-122.44423,1
37.77329,-122.43618,1
37.77342,-122.43508,1
37.7729,-122.43399,1
37.77206,-122.43078,1
37.77091,-122.42854,1
37.76795,-122.42908,1
37.76783,-122.42917,1
37.76703,-122.42979,1
37.76363,-122.43398,1
37.76227,-122.43937,1
37.76183,-122.44666,1
37.75716,-122.44755,1
37.75469,-122.44464,1
37.75351,-122.44498,1
37.75352,-122.44499,1
37.75454,-122.44463,1
37.7529,-122.44478,1
37.75012,-122.4455,1
37.7474,-122.44328,1
37.74867,-122.4384,1
37.75037,-122.43399,1
37.75154,-122.43011,1
37.75181,-122.42552,1
37.75216,-122.42029,1
37.7549,-122.41868,1
37.75751,-122.4189,1
37.76173,-122.41933,1
37.76339,-122.42111,1
37.76445,-122.42175,1
37.76482,-122.42385,1
37.76432,-122.43268,1
37.76289,-122.43504,1
37.76497,-122.4421,1
37.76741,-122.44477,1
37.7688,-122.4492,1
37.76957,-122.44963,1
37.76992,-122.44774,1
37.76986,-122.44842,1
37.7703,-122.45228,1
37.77015,-122.4536,1
37.77128,-122.45389,1
37.77567,-122.45532,1
37.77546,-122.45692,1
37.77542,-122.45691,1
37.77543,-122.45691,1
37.77546,-122.45696,1
37.77639,-122.45712,1
37.77784,-122.45298,1
37.77714,-122.45108,1
37.77722,-122.44992,1
37.77722,-122.44993,1
37.77721,-122.44993,1
37.77726,-122.44981,1
37.77597,-122.44493,1
37.77648,-122.4411,1
37.77681,-122.4384,1
37.77681,-122.43837,1
37.77418,-122.43769,1
37.76832,-122.43574,1
37.76295,-122.43524,1
37.76085,-122.43613,1
37.76101,-122.43322,1
37.76128,-122.42859,1
37.76158,-122.42374,1
37.76189,-122.41751,1
37.76516,-122.41876,1
37.76491,-122.41972,1
37.7622,-122.41727,1
37.75617,-122.4167,1
37.75257,-122.41636,1
37.75258,-122.41638,1
37.75257,-122.41637,1
37.75263,-122.41409,1
37.75753,-122.41454,1
37.7628,-122.41503,1
37.76543,-122.41333,1
37.76574,-122.40782,1
37.76698,-122.40763,1
37.76704,-122.40766,1
37.76705,-122.40862,1
37.76595,-122.40768,1
37.7656,-122.41128,1
37.76523,-122.41722,1
37.76503,-122.4204,1
37.76276,-122.42173,1
37.75785,-122.42133,1
37.75241,-122.42064,1
37.75241,-122.42064,1
37.75735,-122.42113,1
37.7646,-122.42184,1
37.77146,-122.42249,1
37.7729,-122.4221,1
37.77629,-122.42114,1
37.78103,-122.42037,1
37.78164,-122.41669,1
37.78367,-122.41423,1
37.78455,-122.41453,1
37.78456,-122.41448,1
37.78458,-122.41444,1
37.78499,-122.41794,1
37.78593,-122.41963,1
37.78268,-122.42084,1
37.78127,-122.42615,1
37.78052,-122.43191,1
37.78032,-122.43365,1
37.77936,-122.44137,1
37.7781,-122.44701,1
37.77541,-122.44978,1
37.77482,-122.45447,1
37.77427,-122.45923,1
37.77472,-122.4649,1
37.77477,-122.4649,1
37.77703,-122.46507,1
37.7809,-122.46494,1
37.78102,-122.46644,1
37.78087,-122.46974,1
37.78073,-122.47283,1
37.78069,-122.47437,1
37.7806,-122.47499,1
37.78096,-122.47512,1
37.78072,-122.47515,1
37.78062,-122.47143,1
37.78094,-122.46445,1
37.78145,-122.45442,1
37.78125,-122.44896,1
37.78005,-122.44747,1
37.77686,-122.44508,1
37.77517,-122.45115,1
37.77455,-122.45627,1
37.77427,-122.45879,1
37.77339,-122.46577,1
37.7731,-122.47342,1
37.77419,-122.47354,1
37.77581,-122.47366,1
37.78045,-122.47396,1
37.78057,-122.4726,1
37.78092,-122.46487,1
37.78116,-122.45958,1
37.78198,-122.45054,1
37.78384,-122.43986,1
37.78422,-122.43296,1
37.78767,-122.43361,1
37.78894,-122.43389,1
37.78948,-122.43403,1
37.78633,-122.43339,1
37.78261,-122.4326,1
37.78089,-122.43661,1
37.7781,-122.43855,1
37.77418,-122.43776,1
37.77366,-122.43797,1
37.77363,-122.43805,1
37.77367,-122.43808,1
37.77367,-122.43804,1
37.77365,-122.43822,1
37.7733,-122.43762,1
37.77319,-122.43693,1
37.77331,-122.43627,1
37.77225,-122.43707,1
37.77306,-122.43801,1
37.7716,-122.43545,1
37.77224,-122.43717,1
37.7724,-122.43721,1
37.77736,-122.43821,1
37.77861,-122.43851,1
37.78392,-122.43961,1
37.78572,-122.43563,1
37.78515,-122.43313,1
37.78215,-122.43253,1
37.77778,-122.43162,1
37.7782,-122.42693,1
37.77866,-122.42358,1
37.77978,-122.42192,1
37.78383,-122.42278,1
37.78509,-122.41784,1
37.78639,-122.41487,1
37.78981,-122.41551,1
37.79085,-122.41892,1
37.79226,-122.42098,1
37.79578,-122.42165,1
37.79669,-122.42187,1
37.79669,-122.42185,1
37.79668,-122.42188,1
37.79777,-122.4221,1
37.7961,-122.42185,1
37.79303,-122.42125,1
37.79303,-122.42125,1
37.79121,-122.42087,1
37.78968,-122.42048,1
37.78702,-122.42001,1
37.78229,-122.41905,1
37.77675,-122.4178,1
37.77478,-122.41529,1
37.76997,-122.4086,1
37.75805,-122.40493,1
37.74933,-122.40314,1
37.7498,-122.39496,1
37.75092,-122.39343,1
37.75198,-122.39407,1
37.75154,-122.39512,1
37.75148,-122.39518,1
37.75143,-122.39528,1
37.75142,-122.39528,1
37.75125,-122.39476,1
37.75184,-122.39453,1
37.75184,-122.39452,1
37.75184,-122.39451,1
37.75183,-122.3945,1
37.75184,-122.39453,1
37.75182,-122.39452,1
37.75183,-122.39452,1
37.75166,-122.39373,1
37.75155,-122.39363,1
37.75154,-122.39365,1
37.75179,-122.39515,1
37.75133,-122.39518,1
37.75138,-122.39533,1
37.75124,-122.39526,1
37.74984,-122.39567,1
37.74973,-122.39741,1
37.74875,-122.40734,1
37.74835,-122.41054,1
37.74825,-122.41569,1
37.74814,-122.42041,1
37.74713,-122.42372,1
37.74678,-122.42908,1
37.74874,-122.42937,1
37.75151,-122.42967,1
37.73085,-122.4713,1
37.73092,-122.4714,1
37.73112,-122.47482,1
37.73015,-122.47729,1
37.72844,-122.4789,1
37.72813,-122.48062,1
37.72815,-122.48064,1
37.72818,-122.48067,1
37.72811,-122.48061,1
37.72812,-122.4806,1
37.72817,-122.48067,1
37.7271,-122.48366,1
37.72432,-122.48506,1
37.71898,-122.48096,1
37.71875,-122.48091,1
37.71882,-122.48094,1
37.71854,-122.48338,1
37.71831,-122.48512,1
37.71452,-122.48046,1
37.71298,-122.47317,1
37.71298,-122.47317,1
37.70288,-122.47181,1
37.68954,-122.47053,1
37.66311,-122.46576,1
37.65276,-122.45497,1
37.6421,-122.44449,1
37.6307,-122.43557,1
37.63094,-122.42323,1
37.63374,-122.40716,1
37.62213,-122.40075,1
37.61554,-122.39847,1
37.61528,-122.38759,1
37.61776,-122.38526,1
37.61777,-122.38533,1
37.61778,-122.38533,1
37.61647,-122.38841,1
37.62968,-122.40192,1
37.63105,-122.40365,1
37.62102,-122.4004,1
37.61485,-122.39168,1
37.61549,-122.38792,1
37.61616,-122.38612,1
37.61634,-122.38606,1
37.61634,-122.38605,1
37.61628,-122.38618,1
37.61625,-122.38624,1
37.61623,-122.38627,1
37.61636,-122.38607,1
37.61627,-122.38624,1
37.61626,-122.38624,1
37.61625,-122.38621,1
37.61635,-122.38608,1
37.61624,-122.38617,1
37.61624,-122.3862,1
37.61635,-122.38615,1
37.61606,-122.38621,1
37.6161,-122.38623,1
37.61602,-122.38619,1
37.61605,-122.38619,1
37.61607,-122.38617,1
37.6161,-122.38619,1
37.61605,-122.38619,1
37.61598,-122.38619,1
37.61642,-122.38622,1
37.61655,-122.38623,1
37.61643,-122.38624,1
37.61654,-122.38629,1
37.61653,-122.38628,1
37.6156,-122.38852,1
37.61782,-122.39868,1
37.63098,-122.40254,1
37.64422,-122.40611,1
37.65778,-122.40567,1
37.66784,-122.39459,1
37.68045,-122.38861,1
37.69389,-122.39162,1
37.70749,-122.39469,1
37.72016,-122.39989,1
37.73485,-122.40485,1
37.74581,-122.39421,1
37.75928,-122.39225,1
37.77205,-122.39791,1
37.77591,-122.39423,1
37.77849,-122.39235,1
37.78414,-122.39936,1
37.78755,-122.40318,1
37.78972,-122.40541,1
37.7892,-122.40739,1
37.78918,-122.40941,1
37.78833,-122.4102,1
37.78833,-122.4102,1
37.78737,-122.41005,1
37.78699,-122.41097,1
37.78658,-122.41294,1
37.78391,-122.41254,1
37.78112,-122.40893,1
37.78112,-122.40893,1
37.77741,-122.40424,1
37.7733,-122.39949,1
37.76112,-122.39261,1
37.7478,-122.39336,1
37.73679,-122.40314,1
37.72328,-122.40112,1
37.71052,-122.39555,1
37.69742,-122.3926,1
37.6842,-122.38962,1
37.67074,-122.39196,1
37.66083,-122.40362,1
37.64727,-122.40655,1
37.63399,-122.40369,1
37.62069,-122.40024,1
37.61503,-122.39024,1
37.61788,-122.38554,1
37.61783,-122.38714,1
37.61725,-122.38761,1
37.61517,-122.39026,1
37.61648,-122.38613,1
37.61633,-122.38626,1
37.61636,-122.3863,1
37.61634,-122.38631,1
37.61632,-122.38633,1
37.61633,-122.38632,1
37.61637,-122.38631,1
37.61636,-122.38629,1
37.61635,-122.38629,1
37.61633,-122.38629,1
37.61635,-122.38628,1
37.6165,-122.3863,1
37.6164,-122.38627,1
37.61652,-122.38629,1
37.61659,-122.38631,1
37.61662,-122.38632,1
37.61654,-122.38631,1
37.61653,-122.38632,1
37.61652,-122.38631,2
37.61651,-122.38631,2
37.61655,-122.38632,2
37.61659,-122.38632,2
37.6166,-122.38632,2
37.61648,-122.38635,2
37.61482,-122.39436,2
37.61457,-122.39136,2
37.61503,-122.39014,2
37.61502,-122.39012,2
37.61506,-122.39022,2
37.61506,-122.39022,2
37.61601,-122.39081,2
37.61709,-122.39808,2
37.62946,-122.40204,2
37.63446,-122.41461,2
37.62953,-122.43,2
37.63933,-122.44157,2
37.64983,-122.45211,2
37.65966,-122.46347,2
37.67264,-122.46744,2
37.67264,-122.46744,2
37.68557,-122.47132,2
37.69904,-122.47139,2
37.71274,-122.47121,2
37.71883,-122.47407,2
37.72668,-122.47484,2
37.73057,-122.47482,2
37.7374,-122.47526,2
37.74562,-122.4758,2
37.74854,-122.476,2
37.75229,-122.47628,2
37.75792,-122.4767,2
37.75883,-122.47677,2
37.76015,-122.47685,2
37.76106,-122.47699,2
37.76269,-122.47713,2
37.76351,-122.47718,2
37.76538,-122.47729,2
37.77233,-122.47678,2
37.77283,-122.47162,2
37.77386,-122.47181,2
37.77516,-122.46865,2
37.77685,-122.46617,2
37.77685,-122.46617,2
37.77683,-122.46619,2
37.77683,-122.46619,2
37.77577,-122.46611,2
37.77532,-122.46701,2
37.77532,-122.46701,2
37.77571,-122.46709,2
37.77723,-122.46434,2
37.77685,-122.45862,2
37.77636,-122.45747,2
37.77647,-122.45667,2
37.77648,-122.45663,2
37.77644,-122.45665,2
37.77644,-122.45665,2
37.77644,-122.45665,2
37.77775,-122.45397,2
37.77879,-122.4515,2
37.77878,-122.44574,2
37.77958,-122.43222,2
37.7806,-122.424,2
37.78084,-122.42225,2
37.78121,-122.42008,2
37.77994,-122.41532,2
37.78033,-122.41272,2
37.78296,-122.40933,2
37.78552,-122.40656,2
37.78744,-122.40372,2
37.78799,-122.40075,2
37.78694,-122.40125,2
37.78695,-122.4012,2
37.78712,-122.40097,2
37.78764,-122.39992,2
37.78951,-122.39773,2
37.78981,-122.3974,2
37.79058,-122.39653,2
37.79279,-122.39395,2
37.79352,-122.39278,2
37.7955,-122.39406,2
37.80087,-122.3989,2
37.80405,-122.40172,2
37.80639,-122.40494,2
37.80794,-122.40845,2
37.80807,-122.40879,2
37.80834,-122.4105,2
37.80855,-122.41299,2
37.80804,-122.41723,2
37.80669,-122.41934,2
37.80608,-122.41734,2
37.80679,-122.41263,2
37.80674,-122.41384,2
37.8053,-122.41651,2
37.80187,-122.4247,2
37.7997,-122.42429,2
37.7947,-122.42328,2
37.79288,-122.42215,2
37.79203,-122.42089,2
37.7908,-122.41866,2
37.7913,-122.41361,2
37.79174,-122.4111,2
37.79172,-122.41114,2
37.79172,-122.41111,2
37.79165,-122.4107,2
37.79165,-122.4107,2
37.79162,-122.41075,2
37.79163,-122.41093,2
37.78958,-122.4136,2
37.7855,-122.41272,2
37.783,-122.41258,2
37.783,-122.41258,2
37.78215,-122.41093,2
37.78119,-122.40906,2
37.77988,-122.40723,2
37.77741,-122.40435,2
37.77647,-122.40313,2
37.77501,-122.40129,2
37.76976,-122.39801,2
37.75698,-122.39251,2
37.74376,-122.39619,2
37.73222,-122.40448,2
37.71943,-122.39974,2
37.70637,-122.39462,2
37.69325,-122.39167,2
37.68003,-122.38865,2
37.66764,-122.39489,2
37.65719,-122.40611,2
37.64345,-122.40624,2
37.63023,-122.40315,2
37.61714,-122.39917,2
37.61504,-122.39013,2
37.61743,-122.38476,2
37.61612,-122.38882,2
37.61526,-122.38826,2
37.61519,-122.38498,2
37.61515,-122.38492,2
37.61531,-122.38483,2
37.61531,-122.38483,2
37.61646,-122.38828,2
37.61562,-122.38862,2
37.61632,-122.38593,2
37.61632,-122.38592,2
37.61632,-122.38592,2
37.61633,-122.38595,2
37.61635,-122.38593,2
37.61633,-122.38598,2
37.61631,-122.38597,2
37.61628,-122.38591,2
37.6163,-122.38593,2
37.6163,-122.38594,2
37.61634,-122.38593,2
37.61636,-122.38596,2
37.61635,-122.38595,2
37.61635,-122.38595,2
37.61633,-122.38595,2
37.61631,-122.38597,2
37.61629,-122.38595,2
37.64721,-122.40638,2
37.66114,-122.40307,2
37.67124,-122.39143,2
37.68484,-122.38959,2
37.69832,-122.39264,2
37.71141,-122.3956,2
37.72442,-122.40133,2
37.73629,-122.40389,2
37.74323,-122.3966,2
37.7562,-122.39215,2
37.769,-122.39728,2
37.77522,-122.39519,2
37.77651,-122.39326,2
37.78,-122.39397,2
37.78444,-122.39965,2
37.78709,-122.40298,2
37.78986,-122.40325,2
37.79148,-122.40482,2
37.7912,-122.40893,2
37.7923,-122.40921,2
37.79231,-122.40918,2
37.79232,-122.40922,2
37.79232,-122.40922,2
37.79231,-122.4092,2
37.79246,-122.40926,2
37.79067,-122.41207,2
37.78935,-122.41719,2
37.78935,-122.41719,2
37.78637,-122.4163,2
37.78269,-122.4157,2
37.77922,-122.41522,2
37.77759,-122.41331,2
37.7757,-122.41102,2
37.77741,-122.40706,2
37.78116,-122.40216,2
37.77814,-122.39627,2
37.77652,-122.39428,2
37.77651,-122.39429,2
37.77648,-122.39427,2
37.77642,-122.39186,2
37.77704,-122.39215,2
37.77676,-122.3921,2
37.77704,-122.3921,2
37.77781,-122.39194,2
