latitude,longitude,time
43.4609,1.57165,1275072223.0
43.45859,1.57173,1275073488.0
43.45859,1.57173,1275075283.0
43.45859,1.57173,1275250701.0
43.45859,1.57173,1275251192.0
43.45859,1.57173,1275251670.0
43.4717,1.56366,1275252817.0
43.45859,1.57173,1275253767.0
43.45859,1.57173,1275257372.0
43.45859,1.57173,1275261385.0
43.45859,1.57173,1275261873.0
43.45859,1.57173,1275263008.0
43.45859,1.57173,1275264090.0
43.45859,1.57173,1275264690.0
43.45859,1.57173,1275266905.0
43.45859,1.57173,1275267384.0
43.45859,1.57173,1275269782.0
43.45859,1.57173,1275271165.0
43.45859,1.57173,1275273679.0
43.45859,1.57173,1275275060.0
43.45857,1.57169,1275277037.0
43.45859,1.57173,1275279080.0
43.45859,1.57173,1275282791.0
43.45859,1.57173,1275283516.0
43.45859,1.57173,1275286577.0
43.45859,1.57173,1275286938.0
43.45859,1.57173,1275288374.0
43.45859,1.57173,1275289698.0
43.49261,1.60933,1275290540.0
43.56274,1.47708,1275295569.0
43.5632,1.47719,1275389494.0
43.56267,1.4771,1275472957.0
43.56309,1.47537,1275481963.0
