43.56284,1.48012,1
43.56285,1.48011,1
43.56284,1.48015,1
43.56286,1.48012,1
43.56286,1.48008,1
43.56286,1.48009,1
43.56279,1.48001,1
43.56281,1.48008,1
43.56281,1.48008,1
43.56283,1.48009,1
43.56285,1.48008,1
43.56279,1.48014,1
43.56279,1.48009,1
43.56288,1.4801,1
43.56283,1.48005,1
43.56278,1.48,1
43.5628,1.48009,1
43.5628,1.4801,1
43.56293,1.48009,1
43.56289,1.48009,1
43.56287,1.48025,1
43.56285,1.4801,1
43.56285,1.4801,1
43.56299,1.48008,1
43.56291,1.48006,1
43.56281,1.48004,1
43.56286,1.4801,1
43.56287,1.48007,1
43.56287,1.48008,1
43.56286,1.4801,1
43.56282,1.48004,1
43.56295,1.48047,1
43.56288,1.48032,1
43.56283,1.48015,1
43.56288,1.48,1
43.5628,1.48001,1
43.56284,1.48007,1
43.56289,1.48028,1
43.56292,1.48012,1
43.56289,1.4801,1
43.56118,1.47795,2
43.5621,1.47741,0
43.5632,1.47615,0
43.5632,1.47615,0
43.5632,1.47615,0
43.5593,1.47828,2
43.5593,1.47828,2
43.5593,1.47828,2
43.5624,1.4774,0
43.56269,1.47659,0
43.56269,1.47659,0
43.5628,1.47662,0
43.5628,1.47656,0
43.56269,1.47659,0
43.56401,1.47726,0
43.56255,1.47714,0
43.5631,1.47717,0
43.56269,1.47663,0
43.56294,1.47687,0
43.56309,1.4774,0
43.56329,1.47695,0
43.5632,1.477,0
43.56313,1.47747,0
43.56343,1.47744,0
43.56252,1.47715,0
43.56269,1.47751,0
43.5634,1.47744,0
43.5632,1.47719,0
43.56267,1.4771,0
43.56352,1.47752,0
43.56317,1.47778,0
43.56289,1.47712,0
43.56289,1.47712,0
43.56309,1.47757,0
43.563,1.47737,0
43.5626,1.47734,0
43.56239,1.47747,0
43.56315,1.47771,0
43.56309,1.47537,0
43.56269,1.47659,0
